,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:20043466:20043536:+@chr22:20050861:20050965:+@chr22:20052065:20053447:+,protein_coding,TANGO2,"ENST00000432883.1,ENST00000398042.2,ENST00000434570.2,ENST00000434168.1,ENST00000450664.1,ENST00000399807.3,ENST00000490583.1,ENST00000450019.1,ENST00000430807.1,ENST00000444651.1,ENST00000456048.1,ENST00000401833.1,ENST00000401886.1,ENST00000490121.1,ENST00000447208.2,ENST00000462579.1,ENST00000411907.1,ENST00000327374.4,ENST00000420290.2","ENST00000490583,ENST00000401886,ENST00000327374,ENST00000450019,ENST00000432883,ENST00000456048,ENST00000434168,ENST00000447208,ENST00000450664,ENST00000399807,ENST00000490121,ENST00000430807,ENST00000420290,ENST00000444651,ENST00000398042,ENST00000401833,ENST00000434570,ENST00000462579,ENST00000411907",ENSG00000183597,ENSG00000183597.11,SE,False,False,False,False,False,False,False,ENSG00000183597
chr22:20049053:20049204|20049206:+@chr22:20050861:20050965:+,protein_coding,TANGO2,"ENST00000398042.2,ENST00000399807.3,ENST00000490583.1,ENST00000450019.1,ENST00000432883.1,ENST00000456048.1,ENST00000401833.1,ENST00000420290.2,ENST00000447208.2,ENST00000485715.2,ENST00000401886.1,ENST00000327374.4,ENST00000444651.1","ENST00000490583,ENST00000401886,ENST00000327374,ENST00000450019,ENST00000432883,ENST00000456048,ENST00000485715,ENST00000447208,ENST00000399807,ENST00000444651,ENST00000420290,ENST00000398042,ENST00000401833",ENSG00000183597,ENSG00000183597.11,A5SS,False,False,False,False,False,False,False,ENSG00000183597
chr22:20049053:20049204|20049229:+@chr22:20050861:20050965:+,protein_coding,TANGO2,"ENST00000398042.2,ENST00000399807.3,ENST00000490583.1,ENST00000450019.1,ENST00000432883.1,ENST00000456048.1,ENST00000401833.1,ENST00000420290.2,ENST00000447208.2,ENST00000485715.2,ENST00000401886.1,ENST00000327374.4,ENST00000444651.1","ENST00000490583,ENST00000401886,ENST00000327374,ENST00000450019,ENST00000432883,ENST00000456048,ENST00000485715,ENST00000447208,ENST00000399807,ENST00000444651,ENST00000420290,ENST00000398042,ENST00000401833",ENSG00000183597,ENSG00000183597.11,A5SS,False,False,False,False,False,False,False,ENSG00000183597
chr22:20049053:20049206|20049229:+@chr22:20050861:20050965:+,protein_coding,TANGO2,"ENST00000398042.2,ENST00000434168.1,ENST00000399807.3,ENST00000490583.1,ENST00000450019.1,ENST00000430807.1,ENST00000432883.1,ENST00000456048.1,ENST00000401833.1,ENST00000444651.1,ENST00000447208.2,ENST00000401886.1,ENST00000327374.4,ENST00000420290.2","ENST00000490583,ENST00000401886,ENST00000327374,ENST00000450019,ENST00000432883,ENST00000456048,ENST00000434168,ENST00000447208,ENST00000399807,ENST00000444651,ENST00000430807,ENST00000420290,ENST00000398042,ENST00000401833",ENSG00000183597,ENSG00000183597.11,A5SS,False,False,False,False,False,False,False,ENSG00000183597
chr22:20079392:20079493:+@chr22:20080332:20080430:+@chr22:20082236:20082318:+,protein_coding,DGCR8,"ENST00000495826.1,ENST00000351989.3,ENST00000498171.1,ENST00000407755.1,ENST00000383024.2","ENST00000383024,ENST00000407755,ENST00000498171,ENST00000495826,ENST00000351989",ENSG00000128191,ENSG00000128191.9,SE,False,True,True,False,False,False,False,ENSG00000128191
chr22:20094115:20094208|20094221:+@chr22:20094794:20094921:+,protein_coding,DGCR8,"ENST00000485802.1,ENST00000383024.2,ENST00000498171.1,ENST00000351989.3,ENST00000495826.1,ENST00000407755.1","ENST00000407755,ENST00000351989,ENST00000495826,ENST00000485802,ENST00000498171,ENST00000383024",ENSG00000128191,ENSG00000128191.9,A5SS,False,True,True,False,False,False,False,ENSG00000128191
chr22:20100434:20100530:-@chr22:20100317|20100339:20099389:-,protein_coding,TRMT2A,"ENST00000487378.1,ENST00000252136.7,ENST00000403707.3,ENST00000404751.3,ENST00000439169.2","ENST00000487378,ENST00000439169,ENST00000404751,ENST00000252136,ENST00000403707",ENSG00000099899,ENSG00000099899.10,A3SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20100530:20100434|20100479:-@chr22:20099389:20100317:-,protein_coding,TRMT2A,"ENST00000444256.1,ENST00000252136.7,ENST00000439169.2,ENST00000404751.3,ENST00000487668.1,ENST00000494820.1,ENST00000487378.1,ENST00000480339.1,ENST00000403707.3,ENST00000444845.1","ENST00000487378,ENST00000252136,ENST00000403707,ENST00000444845,ENST00000494820,ENST00000487668,ENST00000480339,ENST00000404751,ENST00000444256,ENST00000439169",ENSG00000099899,ENSG00000099899.10,A5SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20101209:20101331:-@chr22:20101030|20101084:20100955:-,protein_coding,TRMT2A,"ENST00000444256.1,ENST00000487668.1,ENST00000439169.2,ENST00000492988.1,ENST00000404751.3,ENST00000471040.1,ENST00000252136.7,ENST00000494820.1,ENST00000403707.3,ENST00000444845.1","ENST00000252136,ENST00000444845,ENST00000403707,ENST00000494820,ENST00000487668,ENST00000471040,ENST00000404751,ENST00000444256,ENST00000439169,ENST00000492988",ENSG00000099899,ENSG00000099899.10,A3SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20102284:20102399:-@chr22:20102204|20102208:20102097:-,protein_coding,TRMT2A,"ENST00000439169.2,ENST00000492988.1,ENST00000404751.3,ENST00000471040.1,ENST00000252136.7,ENST00000463710.1,ENST00000488335.1,ENST00000494820.1,ENST00000403707.3","ENST00000252136,ENST00000403707,ENST00000494820,ENST00000471040,ENST00000463710,ENST00000404751,ENST00000488335,ENST00000439169,ENST00000492988",ENSG00000099899,ENSG00000099899.10,A3SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20103461:20103918|20103953:+@chr22:20106536:20106672:+,protein_coding,RANBP1,"ENST00000488484.1,ENST00000432879.1,ENST00000402752.1,ENST00000430524.1,ENST00000418705.2,ENST00000421656.1,ENST00000331821.3,ENST00000435265.1,ENST00000416427.1,ENST00000411892.1,ENST00000423859.1","ENST00000432879,ENST00000435265,ENST00000423859,ENST00000488484,ENST00000418705,ENST00000421656,ENST00000402752,ENST00000416427,ENST00000430524,ENST00000411892,ENST00000331821",ENSG00000099901,ENSG00000099901.12,A5SS,False,False,False,False,False,False,False,ENSG00000099901
chr22:20104135:20103557|20103561:-@chr22:20103195:20103303:-,protein_coding,TRMT2A,"ENST00000464535.1,ENST00000480460.1,ENST00000439169.2,ENST00000404751.3,ENST00000252136.7,ENST00000494641.1,ENST00000403707.3","ENST00000494641,ENST00000252136,ENST00000403707,ENST00000404751,ENST00000480460,ENST00000464535,ENST00000439169",ENSG00000099899,ENSG00000099899.10,A5SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20104135:20103561|20103581:-@chr22:20103195:20103303:-,protein_coding,TRMT2A,"ENST00000464535.1,ENST00000480460.1,ENST00000439169.2,ENST00000404751.3,ENST00000252136.7,ENST00000494641.1,ENST00000403707.3","ENST00000494641,ENST00000252136,ENST00000403707,ENST00000404751,ENST00000480460,ENST00000464535,ENST00000439169",ENSG00000099899,ENSG00000099899.10,A5SS,False,False,False,False,False,False,False,ENSG00000099899
chr22:20109787:20109944:+@chr22:20110103:20110220:+@chr22:20112831:20112959:+,protein_coding,RANBP1,"ENST00000402752.1,ENST00000430524.1,ENST00000411892.1,ENST00000448394.1,ENST00000418705.2,ENST00000421656.1,ENST00000435265.1,ENST00000416427.1,ENST00000331821.3,ENST00000423859.1","ENST00000435265,ENST00000423859,ENST00000418705,ENST00000421656,ENST00000402752,ENST00000416427,ENST00000430524,ENST00000411892,ENST00000448394,ENST00000331821",ENSG00000099901,ENSG00000099901.12,SE,False,False,False,False,False,False,False,ENSG00000099901
chr22:20112831:20112959|20113711:+@chr22:20113826:20113891:+,protein_coding,RANBP1,"ENST00000402752.1,ENST00000430524.1,ENST00000448394.1,ENST00000418705.2,ENST00000435265.1,ENST00000331821.3,ENST00000423859.1","ENST00000435265,ENST00000423859,ENST00000418705,ENST00000402752,ENST00000430524,ENST00000448394,ENST00000331821",ENSG00000099901,ENSG00000099901.12,A5SS,False,False,False,False,False,False,False,ENSG00000099901
chr22:20130279:20131279:+@chr22:20132752|20134544:20135530:+,protein_coding,ZDHHC8,"ENST00000334554.7,ENST00000320602.7,ENST00000405930.3","ENST00000405930,ENST00000334554,ENST00000320602",ENSG00000099904,ENSG00000099904.11,A3SS,False,False,False,False,False,False,False,ENSG00000099904
chr22:20307162:20307322:-@chr22:20303642:20303742:-@chr22:20302859:20302999:-,protein_coding,DGCR6L,"ENST00000405465.3,ENST00000443409.1,ENST00000248879.3","ENST00000248879,ENST00000405465,ENST00000443409",ENSG00000128185,ENSG00000128185.5,SE,False,False,False,False,False,False,False,ENSG00000128185
chr22:20307402:20307628:-@chr22:20307309|20307322:20307162:-,protein_coding,DGCR6L,"ENST00000405465.3,ENST00000443409.1,ENST00000248879.3","ENST00000248879,ENST00000443409,ENST00000405465",ENSG00000128185,ENSG00000128185.5,A3SS,False,False,False,False,False,False,False,ENSG00000128185
chr22:20386675:20386507|20386517:-@chr22:20385726:20385815:-,pseudogene,PI4KAP1,"ENST00000452110.2,ENST00000452435.1,ENST00000455715.1,ENST00000437178.2,ENST00000544467.1,ENST00000400467.3,ENST00000430523.3","ENST00000455715,ENST00000437178,ENST00000452110,ENST00000400467,ENST00000544467,ENST00000430523,ENST00000452435",ENSG00000215513,ENSG00000215513.7,A5SS,False,False,False,False,False,False,False,ENSG00000215513
chr22:20389095:20389204:-@chr22:20388611|20388671:20388507:-,pseudogene,PI4KAP1,"ENST00000544467.1,ENST00000438765.1,ENST00000437178.2,ENST00000416922.1,ENST00000452110.2,ENST00000400467.3,ENST00000430523.3","ENST00000438765,ENST00000437178,ENST00000400467,ENST00000416922,ENST00000544467,ENST00000430523,ENST00000452110",ENSG00000215513,ENSG00000215513.7,A3SS,False,False,False,False,False,False,False,ENSG00000215513
chr22:20397878:20397985:-@chr22:20397240|20397288:20397113:-,pseudogene,PI4KAP1,"ENST00000544467.1,ENST00000438765.1,ENST00000437178.2,ENST00000416922.1,ENST00000452110.2,ENST00000400467.3,ENST00000430523.3","ENST00000438765,ENST00000437178,ENST00000400467,ENST00000544467,ENST00000416922,ENST00000452110,ENST00000430523",ENSG00000215513,ENSG00000215513.7,A3SS,False,False,False,False,False,False,False,ENSG00000215513
chr22:20606153:20607463:-@chr22:20603796:20606152:-,,,,,,,TANDEMUTR,,,,,,,,
chr22:20748405:20748952:+@chr22:20754922:20755048:+@chr22:20759667:20762753:+,protein_coding,ZNF74,"ENST00000437275.1,ENST00000476678.1,ENST00000403682.3,ENST00000357502.5,ENST00000400451.2,ENST00000420626.1,ENST00000405993.1,ENST00000493734.1,ENST00000356671.5","ENST00000420626,ENST00000400451,ENST00000437275,ENST00000405993,ENST00000493734,ENST00000403682,ENST00000476678,ENST00000357502,ENST00000356671",ENSG00000185252,ENSG00000185252.13,SE,False,False,False,False,False,False,True,ENSG00000185252
chr22:20754922:20755048:+@chr22:20755567:20755662:+@chr22:20759667:20762753:+,protein_coding,ZNF74,"ENST00000437275.1,ENST00000476678.1,ENST00000403682.3,ENST00000357502.5,ENST00000400451.2,ENST00000420626.1,ENST00000405993.1,ENST00000493734.1,ENST00000356671.5","ENST00000420626,ENST00000400451,ENST00000437275,ENST00000405993,ENST00000493734,ENST00000403682,ENST00000476678,ENST00000357502,ENST00000356671",ENSG00000185252,ENSG00000185252.13,SE,False,False,False,False,False,False,True,ENSG00000185252
chr22:20783823:20783940:-@chr22:20783627|20783642:20783512:-,protein_coding,"SCARF2,KLHL22","ENST00000429594.1,ENST00000405555.3,ENST00000494535.1,ENST00000266214.5","ENST00000429594,ENST00000494535,ENST00000405555,ENST00000266214","ENSG00000244486,ENSG00000099910","ENSG00000244486.3,ENSG00000099910.12",A3SS,,,,,,,,ENSG00000244486
chr22:20843272:20843531:-@chr22:20825637:20825802:-@chr22:20819145:20819863:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,SE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20843272:20843531:-@chr22:20825637:20825802:-@chr22:20819679:20819910:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,SE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843499:-@chr22:20825637:20825802:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000479601",ENSG00000099910,ENSG00000099910.12,SE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843499:-@chr22:20825637:20825802:-@chr22:20819145:20819863:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000440659.2,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000479601,ENST00000440659",ENSG00000099910,ENSG00000099910.12,MXE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843499:-@chr22:20825637:20825802:-@chr22:20819679:20819910:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000479601",ENSG00000099910,ENSG00000099910.12,MXE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843531:-@chr22:20825637:20825802:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,SE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843531:-@chr22:20825637:20825802:-@chr22:20819145:20819863:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,MXE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843272:20843531:-@chr22:20825637:20825802:-@chr22:20819679:20819910:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,MXE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20843499|20843531:20843272:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000490556.1,ENST00000451553.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1,ENST00000458248.1","ENST00000451553,ENST00000444967,ENST00000328879,ENST00000494929,ENST00000490556,ENST00000458248,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,A3SS,False,False,False,False,False,False,False,ENSG00000099910
chr22:20850047:20850170:-@chr22:20847435:20847504:-@chr22:20843272:20843531:-,protein_coding,KLHL22,"ENST00000443285.1,ENST00000444967.1,ENST00000479601.1,ENST00000423364.1,ENST00000431430.1,ENST00000328879.4,ENST00000494929.1,ENST00000440659.2,ENST00000470335.1","ENST00000444967,ENST00000328879,ENST00000494929,ENST00000443285,ENST00000431430,ENST00000470335,ENST00000479601,ENST00000423364,ENST00000440659",ENSG00000099910,ENSG00000099910.12,SE,False,False,False,False,False,False,False,ENSG00000099910
chr22:20861886:20862033:+@chr22:20873165:20873282:+@chr22:20891404:20891491:+,protein_coding,MED15,"ENST00000438962.1,ENST00000444094.1,ENST00000382974.2,ENST00000406969.1,ENST00000441501.1,ENST00000432052.1,ENST00000445189.1,ENST00000477824.1,ENST00000263205.7,ENST00000292733.7,ENST00000425759.2,ENST00000473028.1,ENST00000542773.1,ENST00000445987.1,ENST00000541476.1,ENST00000414658.1,ENST00000451058.1","ENST00000445987,ENST00000414658,ENST00000445189,ENST00000542773,ENST00000451058,ENST00000441501,ENST00000263205,ENST00000432052,ENST00000477824,ENST00000382974,ENST00000438962,ENST00000292733,ENST00000444094,ENST00000541476,ENST00000425759,ENST00000473028,ENST00000406969",ENSG00000099917,ENSG00000099917.13,SE,False,False,False,False,False,False,False,ENSG00000099917
chr22:20891404:20891491:+@chr22:20909223:20909435:+@chr22:20918737:20918975:+,protein_coding,MED15,"ENST00000487550.1,ENST00000492381.1,ENST00000433831.1,ENST00000423862.1,ENST00000477824.1,ENST00000542773.1,ENST00000457322.1,ENST00000541476.1,ENST00000382974.2,ENST00000263205.7,ENST00000451058.1,ENST00000444094.1,ENST00000432052.1,ENST00000425759.2,ENST00000445987.1,ENST00000424287.1,ENST00000414658.1,ENST00000406969.1,ENST00000445189.1,ENST00000292733.7,ENST00000441501.1,ENST00000473028.1,ENST00000476767.1","ENST00000423862,ENST00000451058,ENST00000476767,ENST00000382974,ENST00000445987,ENST00000414658,ENST00000457322,ENST00000441501,ENST00000432052,ENST00000424287,ENST00000487550,ENST00000433831,ENST00000542773,ENST00000406969,ENST00000425759,ENST00000445189,ENST00000263205,ENST00000492381,ENST00000477824,ENST00000292733,ENST00000444094,ENST00000541476,ENST00000473028",ENSG00000099917,ENSG00000099917.13,SE,False,False,False,False,False,False,False,ENSG00000099917
chr22:20891404:20891491|20891502:+@chr22:20905723:20905774:+,protein_coding,MED15,"ENST00000433831.1,ENST00000423862.1,ENST00000477824.1,ENST00000542773.1,ENST00000457322.1,ENST00000541476.1,ENST00000420849.1,ENST00000382974.2,ENST00000263205.7,ENST00000451058.1,ENST00000444094.1,ENST00000432052.1,ENST00000428629.1,ENST00000425759.2,ENST00000445987.1,ENST00000424287.1,ENST00000414658.1,ENST00000406969.1,ENST00000445189.1,ENST00000292733.7,ENST00000441501.1,ENST00000473028.1","ENST00000423862,ENST00000451058,ENST00000382974,ENST00000445987,ENST00000414658,ENST00000457322,ENST00000420849,ENST00000441501,ENST00000432052,ENST00000433831,ENST00000542773,ENST00000428629,ENST00000406969,ENST00000541476,ENST00000425759,ENST00000445189,ENST00000263205,ENST00000477824,ENST00000292733,ENST00000444094,ENST00000424287,ENST00000473028",ENSG00000099917,ENSG00000099917.13,A5SS,False,False,False,False,False,False,False,ENSG00000099917
